# FBP,BGP,LogLik
0.048644,0.048644,-8540.557353
0.019371,0.019371,-8840.094338
0.168245,0.168245,-9679.395290
0.149412,0.149412,-9409.125588
0.171668,0.171668,-9730.807244
0.076808,0.076808,-8635.625827
0.098423,0.098423,-8808.690945
0.093004,0.093004,-8759.468151
0.062944,0.062944,-8564.682567
0.067134,0.067134,-8582.011000
0.143730,0.143730,-9332.053458
0.150614,0.150614,-9425.709046
0.172771,0.172771,-9747.517475
0.168980,0.168980,-9690.381157
0.150788,0.150788,-9428.107662
0.066556,0.066556,-8579.386138
0.142009,0.142009,-9309.151761
0.194525,0.194525,-10090.734801
0.183248,0.183248,-9909.643921
0.194298,0.194298,-10087.018602
0.007242,0.007242,-9490.680840
0.122320,0.122320,-9062.686454
0.043069,0.043069,-8550.391115
0.049312,0.049312,-8540.227453
0.168812,0.168812,-9687.864506
0.150038,0.150038,-9417.753192
0.065760,0.065760,-8575.898708
0.103983,0.103983,-8862.686579
0.037666,0.037666,-8574.212328
0.000765,0.000765,-11343.928330
0.179992,0.179992,-9858.607516
0.141928,0.141928,-9308.081314
