# FBP,BGP,LogLik
0.129633,0.129633,-9529.967482
0.171686,0.171686,-10085.154806
0.170490,0.170490,-10068.154073
0.191262,0.191262,-10372.854495
0.139588,0.139588,-9652.931966
0.161079,0.161079,-9936.695963
0.146626,0.146626,-9743.212894
0.121045,0.121045,-9428.791890
0.143471,0.143471,-9702.409041
0.143150,0.143150,-9698.290326
0.008182,0.008182,-9807.723225
0.103222,0.103222,-9235.689592
0.158530,0.158530,-9901.817053
0.048592,0.048592,-8896.205076
0.093030,0.093030,-9137.690359
0.086997,0.086997,-9084.933195
0.080557,0.080557,-9033.667934
0.024368,0.024368,-9083.403478
0.105142,0.105142,-9255.256914
0.089250,0.089250,-9104.131433
0.132679,0.132679,-9566.969160
0.109883,0.109883,-9304.918274
0.005509,0.005509,-10131.951947
0.006384,0.006384,-10008.785614
0.140272,0.140272,-9661.582570
0.141516,0.141516,-9677.396371
0.191988,0.191988,-10383.849138
0.175341,0.175341,-10137.543284
0.093612,0.093612,-9143.003126
0.125181,0.125181,-9476.925532
0.091436,0.091436,-9123.346483
0.044589,0.044589,-8900.456947
