# FBP,BGP,LogLik
0.130706,0.130706,-8969.021841
0.195680,0.195680,-9943.621720
0.064776,0.064776,-8350.137929
0.026274,0.026274,-8461.013221
0.034506,0.034506,-8365.694390
0.006433,0.006433,-9348.510271
0.164776,0.164776,-9447.659573
0.015231,0.015231,-8747.191336
0.178732,0.178732,-9665.023098
0.009687,0.009687,-9047.208927
0.162662,0.162662,-9415.751544
0.039151,0.039151,-8336.393900
0.004617,0.004617,-9606.348468
0.140309,0.140309,-9095.784130
0.000530,0.000530,-11416.546666
0.059534,0.059534,-8330.095808
0.011419,0.011419,-8933.381013
0.024273,0.024273,-8495.652191
0.025082,0.025082,-8480.981253
0.144638,0.144638,-9155.128593
0.194431,0.194431,-9922.571811
0.048917,0.048917,-8313.352248
0.079781,0.079781,-8439.600460
0.074878,0.074878,-8405.779743
0.051359,0.051359,-8313.934892
0.142541,0.142541,-9126.212294
0.054262,0.054262,-8317.322770
0.102883,0.102883,-8645.241425
0.025950,0.025950,-8466.255117
0.169593,0.169593,-9521.394974
0.137475,0.137475,-9057.653621
0.107752,0.107752,-8696.655294
