# FBP,BGP,LogLik
0.133667,0.133667,-10847.065955
0.146391,0.146391,-11018.055604
0.118916,0.118916,-10659.323913
0.190798,0.190798,-11661.031384
0.048021,0.048021,-10087.972010
0.180765,0.180765,-11510.691478
0.196346,0.196346,-11745.213452
0.000710,0.000710,-13273.628979
0.086228,0.086228,-10301.810875
0.135214,0.135214,-10867.455285
0.122907,0.122907,-10708.855338
0.197849,0.197849,-11768.141624
0.132074,0.132074,-10826.202489
0.123489,0.123489,-10716.163179
0.185266,0.185266,-11577.819490
0.180423,0.180423,-11505.605817
0.166837,0.166837,-11306.472803
0.081475,0.081475,-10259.399844
0.139500,0.139500,-10924.522393
0.191200,0.191200,-11667.107329
0.047977,0.047977,-10087.965126
0.097596,0.097596,-10414.643797
0.151514,0.151514,-11088.880063
0.119553,0.119553,-10667.160280
0.156750,0.156750,-11162.300546
0.052802,0.052802,-10093.378202
0.026165,0.026165,-10234.918535
0.094243,0.094243,-10379.849363
0.132963,0.132963,-10837.831856
0.119509,0.119509,-10666.620535
0.122135,0.122135,-10699.195703
0.018532,0.018532,-10417.800042
