2, 0.190035, 0.190035, -993.526
3, 0.190035, 0.190035, -1015.21
4, 0.190035, 0.190035, -1025.12
5, 0.190035, 0.190035, -1042.08
6, 0.190035, 0.190035, -1055.41
7, 0.190035, 0.190035, -1084.54
2, 0.18504, 0.18504, -989.856
3, 0.18504, 0.18504, -1004.43
4, 0.18504, 0.18504, -1015.22
5, 0.18504, 0.18504, -1033.23
6, 0.18504, 0.18504, -1047.04
7, 0.18504, 0.18504, -1065.52
2, 0.111331, 0.111331, -901.509
3, 0.111331, 0.111331, -893.858
4, 0.111331, 0.111331, -900.731
5, 0.111331, 0.111331, -932.436
6, 0.111331, 0.111331, -938.513
7, 0.111331, 0.111331, -971.008
2, 0.0407021, 0.0407021, -873.248
3, 0.0407021, 0.0407021, -841.978
4, 0.0407021, 0.0407021, -833.789
5, 0.0407021, 0.0407021, -872.597
6, 0.0407021, 0.0407021, -878.126
7, 0.0407021, 0.0407021, -968.96
2, 0.183121, 0.183121, -985.961
3, 0.183121, 0.183121, -998.892
4, 0.183121, 0.183121, -1021.47
5, 0.183121, 0.183121, -1035.25
6, 0.183121, 0.183121, -1040.89
7, 0.183121, 0.183121, -1069.35
2, 0.00160054, 0.00160054, -1209.16
3, 0.00160054, 0.00160054, -1017.28
4, 0.00160054, 0.00160054, -875.815
5, 0.00160054, 0.00160054, -983.312
6, 0.00160054, 0.00160054, -1023.78
7, 0.00160054, 0.00160054, -1011.88
2, 0.128313, 0.128313, -919.921
3, 0.128313, 0.128313, -922.307
4, 0.128313, 0.128313, -924.167
5, 0.128313, 0.128313, -951.112
6, 0.128313, 0.128313, -979.108
7, 0.128313, 0.128313, -996.182
2, 0.18527, 0.18527, -991.223
3, 0.18527, 0.18527, -1003.15
4, 0.18527, 0.18527, -1015.55
5, 0.18527, 0.18527, -1039.93
6, 0.18527, 0.18527, -1049.63
7, 0.18527, 0.18527, -1075.18
2, 0.0780015, 0.0780015, -875.601
3, 0.0780015, 0.0780015, -872.505
4, 0.0780015, 0.0780015, -862.999
5, 0.0780015, 0.0780015, -907.734
6, 0.0780015, 0.0780015, -898.353
7, 0.0780015, 0.0780015, -924.376
2, 0.0589023, 0.0589023, -863.732
3, 0.0589023, 0.0589023, -859.532
4, 0.0589023, 0.0589023, -839.703
5, 0.0589023, 0.0589023, -883.757
6, 0.0589023, 0.0589023, -882.514
7, 0.0589023, 0.0589023, -944.625
2, 0.0971981, 0.0971981, -882.765
3, 0.0971981, 0.0971981, -887.969
4, 0.0971981, 0.0971981, -878.326
5, 0.0971981, 0.0971981, -903.524
6, 0.0971981, 0.0971981, -915.434
7, 0.0971981, 0.0971981, -974.085
2, 0.0333903, 0.0333903, -889.446
3, 0.0333903, 0.0333903, -832.739
4, 0.0333903, 0.0333903, -814.282
5, 0.0333903, 0.0333903, -842.077
6, 0.0333903, 0.0333903, -866.039
7, 0.0333903, 0.0333903, -903.683
2, 0.120862, 0.120862, -911.9
3, 0.120862, 0.120862, -914.537
4, 0.120862, 0.120862, -915.196
5, 0.120862, 0.120862, -948.264
6, 0.120862, 0.120862, -963.821
7, 0.120862, 0.120862, -979.89
2, 0.00482033, 0.00482033, -1071.61
3, 0.00482033, 0.00482033, -944.598
4, 0.00482033, 0.00482033, -832.127
5, 0.00482033, 0.00482033, -941.648
6, 0.00482033, 0.00482033, -935.018
7, 0.00482033, 0.00482033, -961.261
2, 0.10991, 0.10991, -901.82
3, 0.10991, 0.10991, -898.035
4, 0.10991, 0.10991, -895.941
5, 0.10991, 0.10991, -922.74
6, 0.10991, 0.10991, -946.218
7, 0.10991, 0.10991, -964.164
2, 0.0904003, 0.0904003, -880.974
3, 0.0904003, 0.0904003, -882.663
4, 0.0904003, 0.0904003, -871.543
5, 0.0904003, 0.0904003, -902.812
6, 0.0904003, 0.0904003, -912.472
7, 0.0904003, 0.0904003, -968.962
2, 0.185236, 0.185236, -990.149
3, 0.185236, 0.185236, -1003.1
4, 0.185236, 0.185236, -1015.52
5, 0.185236, 0.185236, -1036.52
6, 0.185236, 0.185236, -1047.53
7, 0.185236, 0.185236, -1075.14
2, 0.161668, 0.161668, -954.78
3, 0.161668, 0.161668, -965.947
4, 0.161668, 0.161668, -982.499
5, 0.161668, 0.161668, -1009.12
6, 0.161668, 0.161668, -1009.98
7, 0.161668, 0.161668, -1040.85
2, 0.183747, 0.183747, -987.55
3, 0.183747, 0.183747, -1002.03
4, 0.183747, 0.183747, -1017.83
5, 0.183747, 0.183747, -1032.48
6, 0.183747, 0.183747, -1047.36
7, 0.183747, 0.183747, -1066.78
2, 0.0736754, 0.0736754, -868.213
3, 0.0736754, 0.0736754, -863.617
4, 0.0736754, 0.0736754, -855.265
5, 0.0736754, 0.0736754, -875.374
6, 0.0736754, 0.0736754, -901.805
7, 0.0736754, 0.0736754, -929.858
