# FBP,BGP,LogLik
0.033349,0.033349,-9091.335758
0.165797,0.165797,-10197.660489
0.182478,0.182478,-10446.501094
0.078340,0.078340,-9157.884044
0.061753,0.061753,-9056.478611
0.114935,0.114935,-9522.143472
0.194503,0.194503,-10632.744844
0.144993,0.144993,-9904.426621
0.158013,0.158013,-10085.582620
0.153717,0.153717,-10024.909768
0.191399,0.191399,-10584.131725
0.163238,0.163238,-10160.528700
0.053663,0.053663,-9031.296503
0.046260,0.046260,-9028.193636
0.048418,0.048418,-9026.774602
0.042587,0.042587,-9035.746979
0.041653,0.041653,-9038.810838
0.186900,0.186900,-10514.346745
0.190332,0.190332,-10567.519612
0.017971,0.017971,-9396.403271
0.012815,0.012815,-9630.484610
0.171406,0.171406,-10280.053387
0.112748,0.112748,-9496.699173
0.042313,0.042313,-9036.593606
0.092363,0.092363,-9279.808398
0.014749,0.014749,-9528.838462
0.196443,0.196443,-10663.304271
0.027990,0.027990,-9157.089573
0.161311,0.161311,-10132.739778
0.191636,0.191636,-10587.832547
0.142202,0.142202,-9866.702386
0.017710,0.017710,-9405.735626
