# FBP,BGP,LogLik
0.152648,0.152648,-10889.283097
0.143020,0.143020,-10768.681993
0.113564,0.113564,-10432.051047
0.105754,0.105754,-10353.005825
0.171380,0.171380,-11135.870421
0.173356,0.173356,-11162.723257
0.012376,0.012376,-10696.282069
0.054029,0.054029,-10027.694512
0.184331,0.184331,-11314.535290
0.118530,0.118530,-10484.829551
0.026932,0.026932,-10200.049849
0.014226,0.014226,-10592.686195
0.018886,0.018886,-10399.384635
0.153968,0.153968,-10906.161945
0.044397,0.044397,-10037.923436
0.048592,0.048592,-10028.716335
0.026119,0.026119,-10214.977206
0.119931,0.119931,-10500.040791
0.102776,0.102776,-10324.248017
0.056308,0.056308,-10030.393240
0.131625,0.131625,-10632.133330
0.155557,0.155557,-10926.581457
0.195919,0.195919,-11479.518150
0.095742,0.095742,-10259.758222
0.082597,0.082597,-10154.296137
0.058435,0.058435,-10034.384257
0.156920,0.156920,-10944.195336
0.194443,0.194443,-11458.240102
0.120085,0.120085,-10501.718897
0.128463,0.128463,-10595.563355
0.137827,0.137827,-10705.569649
0.084657,0.084657,-10169.344806
