# FBP,BGP,LogLik
0.168468,0.168468,-11797.144979
0.016639,0.016639,-11139.385660
0.152737,0.152737,-11598.974498
0.048733,0.048733,-10712.257442
0.038845,0.038845,-10740.375437
0.114491,0.114491,-11155.415264
0.019143,0.019143,-11050.017284
0.177065,0.177065,-11908.196121
0.125450,0.125450,-11275.459471
0.144683,0.144683,-11500.474825
0.003226,0.003226,-12505.765103
0.118886,0.118886,-11202.724456
0.111357,0.111357,-11122.428533
0.031792,0.031792,-10798.583591
0.030614,0.030614,-10812.560635
0.139106,0.139106,-11433.621033
0.063753,0.063753,-10743.807843
0.138394,0.138394,-11425.175389
0.110877,0.110877,-11117.431347
0.077790,0.077790,-10823.458127
0.185026,0.185026,-12012.558496
0.168334,0.168334,-11795.422160
0.071480,0.071480,-10783.033623
0.008718,0.008718,-11624.490353
0.060954,0.060954,-10732.910521
0.079637,0.079637,-10836.507807
0.140992,0.140992,-11456.092899
0.199072,0.199072,-12199.920168
0.071183,0.071183,-10781.305738
0.152510,0.152510,-11596.168433
0.118635,0.118635,-11199.991150
0.138340,0.138340,-11424.539106
