# FBP,BGP,LogLik
0.180188,0.180188,-9453.770608
0.080389,0.080389,-8155.455003
0.064351,0.064351,-8062.166391
0.163635,0.163635,-9185.978043
0.139238,0.139238,-8821.347320
0.022957,0.022957,-8326.973946
0.141467,0.141467,-8852.997711
0.190240,0.190240,-9623.554749
0.099442,0.099442,-8327.265329
0.098117,0.098117,-8313.646617
0.144715,0.144715,-8899.771309
0.039971,0.039971,-8075.962223
0.073401,0.073401,-8107.827908
0.063384,0.063384,-8058.528262
0.199177,0.199177,-9778.753540
0.032324,0.032324,-8149.252266
0.034791,0.034791,-8120.162545
0.092181,0.092181,-8255.457991
0.054862,0.054862,-8038.836423
0.174135,0.174135,-9354.100852
0.087295,0.087295,-8211.320840
0.136979,0.136979,-8789.627915
0.163641,0.163641,-9186.066150
0.054409,0.054409,-8038.481641
0.146548,0.146548,-8926.479918
0.079819,0.079819,-8151.217212
0.050904,0.050904,-8038.452224
0.178022,0.178022,-9417.873673
0.113007,0.113007,-8478.576013
0.099266,0.099266,-8325.449406
0.036121,0.036121,-8106.784779
0.180328,0.180328,-9456.102805
