# FBP,BGP,LogLik
0.194265,0.194265,-8790.154167
0.023821,0.023821,-7231.377380
0.176678,0.176678,-8471.700067
0.108154,0.108154,-7453.723191
0.112266,0.112266,-7502.791522
0.196131,0.196131,-8825.124938
0.190272,0.190272,-8716.080339
0.159722,0.159722,-8184.660713
0.130317,0.130317,-7738.738119
0.135540,0.135540,-7812.722714
0.026694,0.026694,-7181.027671
0.093481,0.093481,-7294.830587
0.085833,0.085833,-7223.356100
0.020382,0.020382,-7308.980390
0.002266,0.002266,-8906.075858
0.003254,0.003254,-8611.671462
0.147493,0.147493,-7990.759981
0.089491,0.089491,-7256.480796
0.098115,0.098115,-7342.098888
0.050711,0.050711,-7038.849387
0.108168,0.108168,-7453.879274
0.025441,0.025441,-7201.576737
0.032710,0.032710,-7106.871278
0.163529,0.163529,-8247.323120
0.005486,0.005486,-8198.554566
0.183203,0.183203,-8587.461843
0.067638,0.067638,-7092.474962
0.186432,0.186432,-8645.799443
0.012740,0.012740,-7589.389613
0.062540,0.062540,-7068.012206
0.118634,0.118634,-7582.353815
0.187561,0.187561,-8666.364164
