# FBP,BGP,LogLik
0.161394,0.161394,-11848.658414
0.078874,0.078874,-10987.540555
0.146215,0.146215,-11664.568905
0.032214,0.032214,-10954.310036
0.120140,0.120140,-11367.494371
0.173173,0.173173,-11995.642898
0.196704,0.196704,-12297.892818
0.015873,0.015873,-11335.320728
0.085669,0.085669,-11038.332788
0.040909,0.040909,-10889.565028
0.090127,0.090127,-11074.822661
0.109553,0.109553,-11256.561966
0.018665,0.018665,-11228.882618
0.059372,0.059372,-10885.661164
0.185517,0.185517,-12152.886798
0.113801,0.113801,-11300.239620
0.091482,0.091482,-11086.359894
0.150705,0.150705,-11718.327880
0.148372,0.148372,-11690.322009
0.009716,0.009716,-11704.619408
0.141739,0.141739,-11611.652254
0.167849,0.167849,-11928.805990
0.033188,0.033188,-10944.046019
0.156200,0.156200,-11784.929257
0.057307,0.057307,-10879.970750
0.061294,0.061294,-10892.010873
0.133052,0.133052,-11511.019565
0.022278,0.022278,-11124.096035
0.132974,0.132974,-11510.131841
0.177571,0.177571,-12051.320651
0.139262,0.139262,-11582.662442
0.088066,0.088066,-11057.658996
