# FBP,BGP,LogLik
0.104698,0.104698,-10480.401598
0.021818,0.021818,-10353.129957
0.018685,0.018685,-10433.798169
0.167493,0.167493,-11189.665891
0.082053,0.082053,-10285.414200
0.132343,0.132343,-10769.596153
0.188640,0.188640,-11464.696517
0.049026,0.049026,-10135.568174
0.002632,0.002632,-11902.397080
0.004830,0.004830,-11394.699107
0.141877,0.141877,-10878.520211
0.184910,0.184910,-11415.052395
0.093466,0.093466,-10377.647634
0.075022,0.075022,-10236.354302
0.108572,0.108572,-10518.114982
0.171783,0.171783,-11244.185177
0.130431,0.130431,-10748.248244
0.046596,0.046596,-10135.808598
0.154916,0.154916,-11033.723061
0.026923,0.026923,-10259.888115
0.033112,0.033112,-10190.075138
0.122536,0.122536,-10662.054682
0.047757,0.047757,-10135.408773
0.140956,0.140956,-10867.817496
0.069904,0.069904,-10205.232102
0.055485,0.055485,-10144.929922
0.199784,0.199784,-11615.875798
0.008123,0.008123,-10986.716408
0.129165,0.129165,-10734.211125
0.007740,0.007740,-11023.174165
0.152042,0.152042,-10998.929375
0.046018,0.046018,-10136.210732
