FBP, BGP
0.258404, 0.258404
0.258404, 0.258404
0.244396, 0.244396
0.244396, 0.244396
0.23956, 0.23956
0.23956, 0.23956
0.219649, 0.219649
0.211789, 0.211789
0.211789, 0.211789
0.202616, 0.202616
0.189875, 0.189875
0.189875, 0.189875
0.188746, 0.188746
0.188746, 0.188746
0.188746, 0.188746
0.175898, 0.175898
0.169184, 0.169184
0.169184, 0.169184
0.166225, 0.166225
0.155877, 0.155877
0.155877, 0.155877
0.155877, 0.155877
0.154346, 0.154346
0.154346, 0.154346
0.140977, 0.140977
0.118417, 0.118417
0.118417, 0.118417
0.118968, 0.118968
0.118968, 0.118968
0.118968, 0.118968
0.118968, 0.118968
0.114631, 0.114631
0.11363, 0.11363
0.11363, 0.11363
0.11363, 0.11363
0.11363, 0.11363
0.0914788, 0.0914788
0.0914788, 0.0914788
0.0914788, 0.0914788
0.0914788, 0.0914788
0.0807939, 0.0807939
0.0476105, 0.0476105
0.0476105, 0.0476105
0.0476105, 0.0476105
0.0476105, 0.0476105
0.0476105, 0.0476105
0.0424366, 0.0424366
0.0424366, 0.0424366
0.0424366, 0.0424366
0.0424366, 0.0424366
0.0424366, 0.0424366
0.0424366, 0.0424366
0.0424366, 0.0424366
0.0350226, 0.0350226
0.0350226, 0.0350226
0.0350226, 0.0350226
0.0350226, 0.0350226
0.0379806, 0.0379806
0.0379806, 0.0379806
0.0379806, 0.0379806
0.0768837, 0.0768837
0.0249689, 0.0249689
0.0249689, 0.0249689
0.0249689, 0.0249689
0.0249689, 0.0249689
0.0249689, 0.0249689
0.0460617, 0.0460617
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0342559, 0.0342559
0.0326517, 0.0326517
0.032711, 0.032711
0.032711, 0.032711
0.032711, 0.032711
0.032711, 0.032711
0.0367028, 0.0367028
0.0367028, 0.0367028
0.0367028, 0.0367028
0.0367028, 0.0367028
0.0367028, 0.0367028
0.0367028, 0.0367028
0.0367028, 0.0367028
0.0350823, 0.0350823
0.0350823, 0.0350823
0.0350823, 0.0350823
0.0350823, 0.0350823
0.0350823, 0.0350823
0.0350823, 0.0350823
0.0350823, 0.0350823
0.0361226, 0.0361226
0.0361226, 0.0361226
0.0361226, 0.0361226
0.0416121, 0.0416121
0.0416121, 0.0416121
0.0416121, 0.0416121
0.0416121, 0.0416121
0.0397947, 0.0397947
0.0378542, 0.0378542
0.0378542, 0.0378542
0.0378542, 0.0378542
0.0378542, 0.0378542
0.0378542, 0.0378542
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0358529, 0.0358529
0.0281973, 0.0281973
0.0281973, 0.0281973
0.0281973, 0.0281973
0.0281973, 0.0281973
0.0281973, 0.0281973
0.0281973, 0.0281973
0.040155, 0.040155
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0358535, 0.0358535
0.0277718, 0.0277718
0.0277718, 0.0277718
0.0367685, 0.0367685
0.0323279, 0.0323279
0.0323279, 0.0323279
0.0323279, 0.0323279
0.0323279, 0.0323279
0.0323279, 0.0323279
0.0323279, 0.0323279
0.0323279, 0.0323279
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0356653, 0.0356653
0.0623788, 0.0623788
0.034126, 0.034126
0.034126, 0.034126
0.034126, 0.034126
0.0316588, 0.0316588
0.0316588, 0.0316588
0.0334837, 0.0334837
0.0334837, 0.0334837
0.0334837, 0.0334837
0.0334837, 0.0334837
