# FBP,BGP,LogLik
0.122476,0.122476,-9709.681997
0.107584,0.107584,-9553.959729
0.061191,0.061191,-9228.590775
0.098074,0.098074,-9464.680696
0.054691,0.054691,-9214.585284
0.091164,0.091164,-9405.653947
0.153763,0.153763,-10087.529556
0.125098,0.125098,-9738.882217
0.136107,0.136107,-9866.665026
0.178443,0.178443,-10425.094544
0.010588,0.010588,-9932.838795
0.039789,0.039789,-9238.833511
0.144839,0.144839,-9973.576190
0.081647,0.081647,-9333.816733
0.130043,0.130043,-9795.263076
0.179553,0.179553,-10440.998789
0.147201,0.147201,-10003.286328
0.186623,0.186623,-10543.732041
0.030388,0.030388,-9317.782789
0.151326,0.151326,-10055.953881
0.140525,0.140525,-9920.177887
0.001511,0.001511,-11566.499494
0.008595,0.008595,-10089.227624
0.006754,0.006754,-10278.419651
0.105523,0.105523,-9533.888214
0.155302,0.155302,-10107.630951
0.081072,0.081072,-9329.865494
0.000646,0.000646,-12335.584775
0.034979,0.034979,-9270.861238
0.189701,0.189701,-10589.192070
0.048932,0.048932,-9213.137733
0.170677,0.170677,-10315.487929
