# FBP,BGP,LogLik
0.052224,0.052224,-8299.836417
0.069760,0.069760,-8360.436441
0.160673,0.160673,-9392.435779
0.160646,0.160646,-9392.034417
0.140901,0.140901,-9111.114802
0.024728,0.024728,-8517.999547
0.056805,0.056805,-8306.681343
0.187859,0.187859,-9812.423464
0.090505,0.090505,-8519.460010
0.124369,0.124369,-8894.181733
0.003662,0.003662,-10117.449497
0.103604,0.103604,-8651.080430
0.137829,0.137829,-9069.443018
0.011776,0.011776,-9037.879670
0.023057,0.023057,-8557.494612
0.073674,0.073674,-8384.621381
0.188892,0.188892,-9829.073675
0.049760,0.049760,-8299.460475
0.004321,0.004321,-9954.138126
0.161856,0.161856,-9409.939229
0.169850,0.169850,-9530.139610
0.107339,0.107339,-8691.990115
0.178609,0.178609,-9665.501749
0.035807,0.035807,-8356.394249
0.054934,0.054934,-8302.981154
0.004090,0.004090,-10008.026473
0.116686,0.116686,-8799.998961
0.177478,0.177478,-9647.804603
0.121280,0.121280,-8855.768073
0.016057,0.016057,-8796.546455
0.138645,0.138645,-9080.454625
0.135188,0.135188,-9034.106369
