# FBP,BGP,LogLik
0.095385,0.095385,-9583.736112
0.137641,0.137641,-10072.719253
0.147630,0.147630,-10206.130669
0.127207,0.127207,-9939.540054
0.038965,0.038965,-9349.876529
0.173616,0.173616,-10576.105697
0.057690,0.057690,-9329.883289
0.073984,0.073984,-9407.316952
0.111700,0.111700,-9755.332139
0.171876,0.171876,-10550.402807
0.129930,0.129930,-9973.636445
0.140338,0.140338,-10108.190633
0.043274,0.043274,-9330.391704
0.070512,0.070512,-9385.746925
0.027379,0.027379,-9474.394924
0.147381,0.147381,-10202.736108
0.189752,0.189752,-10820.155351
0.146974,0.146974,-10197.200617
0.024936,0.024936,-9520.013583
0.138673,0.138673,-10086.243823
0.086645,0.086645,-9503.781616
0.018423,0.018423,-9695.945631
0.199895,0.199895,-10978.578779
0.144825,0.144825,-10168.123536
0.124488,0.124488,-9905.970319
0.174620,0.174620,-10590.988452
0.065068,0.065068,-9357.042468
0.133369,0.133369,-10017.377326
0.093656,0.093656,-9567.177125
0.024790,0.024790,-9523.026450
0.108214,0.108214,-9716.548856
0.126382,0.126382,-9929.298467
