# FBP,BGP,LogLik
0.156958,0.156958,-10529.933616
0.163489,0.163489,-10612.306146
0.032486,0.032486,-9760.439280
0.161420,0.161420,-10585.993340
0.065608,0.065608,-9688.972489
0.114229,0.114229,-10046.863162
0.120376,0.120376,-10109.404657
0.182726,0.182726,-10865.872436
0.114046,0.114046,-10045.040402
0.173791,0.173791,-10746.130858
0.084304,0.084304,-9790.224886
0.130634,0.130634,-10219.536513
0.038293,0.038293,-9707.761876
0.142443,0.142443,-10354.217037
0.185551,0.185551,-10904.409222
0.085435,0.085435,-9798.130993
0.129458,0.129458,-10206.563651
0.108860,0.108860,-9994.582227
0.002900,0.002900,-11580.683280
0.181557,0.181557,-10850.005898
0.161858,0.161858,-10591.548533
0.083097,0.083097,-9781.980600
0.018194,0.018194,-10061.496608
0.070319,0.070319,-9708.528713
0.105128,0.105128,-9959.658129
0.048835,0.048835,-9666.146155
0.166501,0.166501,-10650.946905
0.059095,0.059095,-9670.328627
0.040987,0.040987,-9691.438251
0.034573,0.034573,-9738.423406
0.145254,0.145254,-10387.412032
0.109325,0.109325,-9999.016872
