FBP, BGP, LogMarginal
0.0767337, 0.0767337, -10064
0.0443319, 0.0443319, -8359.47
0.0165158, 0.0165158, -7807.47
0.0271829, 0.0271829, -7417.17
0.0530943, 0.0530943, -7407.18
0.0163377, 0.0163377, -7407.16
0.0310783, 0.0310783, -7405.6
0.0188511, 0.0188511, -7405.55
0.0192161, 0.0192161, -7405.35
0.00444764, 0.00444764, -7405.35
