FBP, BGP
0.161976, 0.161976
0.161976, 0.161976
0.15321, 0.15321
0.15321, 0.15321
0.15321, 0.15321
0.15321, 0.15321
0.15321, 0.15321
0.0987752, 0.0987752
0.0987752, 0.0987752
0.0987752, 0.0987752
0.0987752, 0.0987752
0.0987752, 0.0987752
0.0987752, 0.0987752
0.0838484, 0.0838484
0.0838484, 0.0838484
0.0838484, 0.0838484
0.0838484, 0.0838484
0.0838484, 0.0838484
0.0838484, 0.0838484
0.0767337, 0.0767337
0.0767337, 0.0767337
0.0645101, 0.0645101
0.0645101, 0.0645101
0.0645101, 0.0645101
0.0645101, 0.0645101
0.0645101, 0.0645101
0.0583623, 0.0583623
0.0583623, 0.0583623
0.0583623, 0.0583623
0.0583623, 0.0583623
0.0583623, 0.0583623
0.0387824, 0.0387824
0.0387824, 0.0387824
0.0387824, 0.0387824
0.0387824, 0.0387824
0.0387824, 0.0387824
0.0387824, 0.0387824
0.0384021, 0.0384021
0.0384021, 0.0384021
0.0384021, 0.0384021
0.0429928, 0.0429928
0.0399056, 0.0399056
0.0399056, 0.0399056
0.0357887, 0.0357887
0.0357887, 0.0357887
0.0204733, 0.0204733
0.0117429, 0.0117429
0.0117429, 0.0117429
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0160648, 0.0160648
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0165158, 0.0165158
0.0170754, 0.0170754
0.0170754, 0.0170754
0.0170754, 0.0170754
0.0170754, 0.0170754
0.0170754, 0.0170754
0.0170754, 0.0170754
0.0159968, 0.0159968
0.0159968, 0.0159968
0.0159968, 0.0159968
0.0159968, 0.0159968
0.0271829, 0.0271829
0.0271829, 0.0271829
0.0271829, 0.0271829
0.0271829, 0.0271829
0.0271829, 0.0271829
0.0271829, 0.0271829
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.0177954, 0.0177954
0.014243, 0.014243
0.014243, 0.014243
0.014243, 0.014243
0.0530943, 0.0530943
0.0530943, 0.0530943
0.0530943, 0.0530943
0.0530943, 0.0530943
0.0394513, 0.0394513
0.0320769, 0.0320769
0.0272173, 0.0272173
0.00899926, 0.00899926
0.00899926, 0.00899926
0.00899926, 0.00899926
0.00899926, 0.00899926
0.00899926, 0.00899926
0.0171303, 0.0171303
0.0171303, 0.0171303
0.0171303, 0.0171303
0.0171303, 0.0171303
0.0171303, 0.0171303
0.0171303, 0.0171303
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0163377, 0.0163377
0.0310783, 0.0310783
0.0203024, 0.0203024
0.0203024, 0.0203024
0.0203024, 0.0203024
0.0203024, 0.0203024
0.0203024, 0.0203024
0.0202981, 0.0202981
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0148698, 0.0148698
0.0188511, 0.0188511
0.0188511, 0.0188511
0.0188511, 0.0188511
0.0188511, 0.0188511
0.0188511, 0.0188511
0.0188511, 0.0188511
0.0188511, 0.0188511
0.0188511, 0.0188511
0.0188765, 0.0188765
0.0168649, 0.0168649
0.0168649, 0.0168649
0.0168649, 0.0168649
0.0168649, 0.0168649
0.0168649, 0.0168649
0.0168649, 0.0168649
0.0168649, 0.0168649
0.0126924, 0.0126924
0.0126924, 0.0126924
0.0126924, 0.0126924
0.0126924, 0.0126924
0.0192161, 0.0192161
0.0192161, 0.0192161
0.0192161, 0.0192161
0.0192161, 0.0192161
0.0192161, 0.0192161
0.0192161, 0.0192161
0.0192161, 0.0192161
0.0192161, 0.0192161
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
0.0118801, 0.0118801
