# FBP,BGP,LogLik
0.075797,0.075797,-8775.016196
0.133677,0.133677,-9337.206337
0.005864,0.005864,-9886.386382
0.127180,0.127180,-9259.719745
0.006440,0.006440,-9808.522853
0.148956,0.148956,-9529.964282
0.094583,0.094583,-8920.086180
0.024351,0.024351,-8883.887117
0.108527,0.108527,-9054.194541
0.013355,0.013355,-9247.179900
0.130673,0.130673,-9301.030436
0.199217,0.199217,-10255.215447
0.153879,0.153879,-9595.019349
0.114755,0.114755,-9119.803668
0.020527,0.020527,-8974.144737
0.139967,0.139967,-9414.831962
0.132234,0.132234,-9319.751436
0.009819,0.009819,-9472.305637
0.158460,0.158460,-9656.769227
0.103743,0.103743,-9006.074898
0.085174,0.085174,-8841.475759
0.157637,0.157637,-9645.595995
0.082314,0.082314,-8819.832360
0.096205,0.096205,-8934.685029
0.036326,0.036326,-8729.399268
0.064264,0.064264,-8714.067886
0.169107,0.169107,-9804.731467
0.037381,0.037381,-8722.069612
0.083458,0.083458,-8828.357237
0.197807,0.197807,-10233.086831
0.047320,0.047320,-8685.320629
0.183366,0.183366,-10012.287928
