# FBP,BGP,LogLik
0.181496,0.181496,-10588.172027
0.048119,0.048119,-9144.410823
0.180472,0.180472,-10572.348850
0.116821,0.116821,-9683.168570
0.196667,0.196667,-10827.176295
0.169865,0.169865,-10410.889538
0.002218,0.002218,-11191.039714
0.003024,0.003024,-10908.553355
0.148688,0.148688,-10102.821565
0.103359,0.103359,-9526.876837
0.151073,0.151073,-10136.493325
0.117938,0.117938,-9696.785524
0.046456,0.046456,-9144.792043
0.157321,0.157321,-10225.980158
0.006207,0.006207,-10278.968313
0.161303,0.161303,-10283.933170
0.133017,0.133017,-9888.905759
0.134655,0.134655,-9910.630954
0.008772,0.008772,-9996.642302
0.041955,0.041955,-9152.366307
0.097787,0.097787,-9466.932139
0.088413,0.088413,-9373.564055
0.005293,0.005293,-10414.292733
0.067166,0.067166,-9207.736191
0.193493,0.193493,-10776.467695
0.061313,0.061313,-9177.225469
0.126557,0.126557,-9804.784539
0.136339,0.136339,-9933.126730
0.124733,0.124733,-9781.508870
0.057939,0.057939,-9163.596232
0.114338,0.114338,-9653.230884
0.140819,0.140819,-9993.757439
