# FBP,BGP,LogLik
0.150622,0.150622,-10910.950767
0.116561,0.116561,-10469.704490
0.123334,0.123334,-10551.540080
0.065056,0.065056,-10014.291927
0.015009,0.015009,-10551.530884
0.119064,0.119064,-10499.549474
0.148700,0.148700,-10884.316657
0.115213,0.115213,-10453.837522
0.120232,0.120232,-10513.631425
0.139484,0.139484,-10759.165341
0.008960,0.008960,-10983.708874
0.044738,0.044738,-9992.129564
0.122773,0.122773,-10544.630778
0.027124,0.027124,-10164.346736
0.054058,0.054058,-9983.224604
0.009003,0.009003,-10979.446586
0.043057,0.043057,-9998.275291
0.002320,0.002320,-12307.665633
0.163661,0.163661,-11096.005257
0.117551,0.117551,-10481.452042
0.109338,0.109338,-10386.470913
0.001123,0.001123,-13067.482627
0.170025,0.170025,-11188.831374
0.000014,0.000014,-17822.941437
0.157464,0.157464,-11007.141305
0.043790,0.043790,-9995.396865
0.164040,0.164040,-11101.493893
0.025825,0.025825,-10190.273913
0.109468,0.109468,-10387.923330
0.005891,0.005891,-11373.611697
0.110930,0.110930,-10404.428764
0.026601,0.026601,-10174.467221
