# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.019696,0.019696,-16557.668882, -16589.276084
2,0.190058,0.190058,-11953.799122, -12015.974391
2,0.123693,0.123693,-12133.285978, -12186.062459
2,0.001936,0.001936,-24079.567332, -24082.786199
2,0.171829,0.171829,-12024.410424, -12083.523545
2,0.136237,0.136237,-12032.234170, -12043.569993
2,0.028925,0.028925,-15325.054912, -15407.490561
2,0.068270,0.068270,-13189.210664, -13245.193634
2,0.174577,0.174577,-11927.145341, -11961.320547
2,0.145727,0.145727,-11980.032284, -11996.421276
2,0.063731,0.063731,-13303.503589, -13345.763631
2,0.158843,0.158843,-11937.794554, -12042.834201
2,0.050961,0.050961,-13833.530571, -13945.421134
2,0.109884,0.109884,-12294.172215, -12349.919581
2,0.186713,0.186713,-11945.160699, -12068.236271
2,0.087244,0.087244,-12658.182621, -12671.541438
2,0.111250,0.111250,-12275.657658, -12283.058400
2,0.155239,0.155239,-11946.179560, -11976.816009
2,0.040747,0.040747,-14390.722050, -14446.163203
2,0.089812,0.089812,-12606.845408, -12621.732435
2,0.184011,0.184011,-11939.311061, -11950.559620
2,0.130369,0.130369,-12074.662398, -12083.472007
2,0.140276,0.140276,-12007.633939, -12049.464319
2,0.192449,0.192449,-11960.904728, -12000.475467
2,0.117781,0.117781,-12195.227544, -12266.331459
2,0.174108,0.174108,-11926.887212, -11970.624033
2,0.198485,0.198485,-11982.190639, -12054.543192
2,0.135252,0.135252,-12038.786084, -12053.616662
2,0.136956,0.136956,-12027.586140, -12107.340394
2,0.036206,0.036206,-14703.152423, -14736.589836
2,0.092614,0.092614,-12587.354558, -12595.404798
2,0.147566,0.147566,-12039.322803, -12150.296466
3,0.019696,0.019696,-14248.282996, -14818.875227
3,0.190058,0.190058,-11388.656564, -11853.538158
3,0.123693,0.123693,-11164.924050, -11510.818603
3,0.001936,0.001936,-20066.187444, -20613.056926
3,0.171829,0.171829,-11267.676809, -11503.542378
3,0.136237,0.136237,-11155.451954, -11472.539469
3,0.028925,0.028925,-13358.018654, -13559.978287
3,0.068270,0.068270,-11718.072481, -12291.631722
3,0.174577,0.174577,-11283.468768, -11632.523537
3,0.145727,0.145727,-11166.931809, -11407.600973
3,0.063731,0.063731,-11822.260695, -12509.262347
3,0.158843,0.158843,-11205.845584, -11582.269369
3,0.050961,0.050961,-12200.736796, -12540.980306
3,0.109884,0.109884,-11213.414092, -11377.815694
3,0.186713,0.186713,-11363.693155, -11537.441715
3,0.087244,0.087244,-11404.708342, -11794.584842
3,0.111250,0.111250,-11604.619276, -12200.703667
3,0.155239,0.155239,-11192.666508, -11647.543237
3,0.040747,0.040747,-12629.337317, -12999.487081
