# FBP,BGP,LogLik
0.126687,0.126687,-10323.756261
0.096450,0.096450,-9989.729413
0.179085,0.179085,-11027.118539
0.195454,0.195454,-11268.200433
0.146479,0.146479,-10575.060869
0.192455,0.192455,-11223.399228
0.029429,0.029429,-9828.254049
0.031909,0.031909,-9797.286519
0.199813,0.199813,-11333.808203
0.075308,0.075308,-9812.139657
0.111892,0.111892,-10151.247084
0.188946,0.188946,-11171.346561
0.120795,0.120795,-10253.260509
0.174008,0.174008,-10954.134666
0.141459,0.141459,-10509.412093
0.171175,0.171175,-10913.790238
0.094059,0.094059,-9966.798837
0.189876,0.189876,-11185.102030
0.025052,0.025052,-9901.105795
0.161534,0.161534,-10778.671026
0.047058,0.047058,-9713.792378
0.123763,0.123763,-10288.490825
0.155252,0.155252,-10692.558236
0.140200,0.140200,-10493.136177
0.087921,0.087921,-9910.925149
0.186070,0.186070,-11128.950604
0.032366,0.032366,-9792.271624
0.144002,0.144002,-10542.512845
0.050636,0.050636,-9712.539877
0.137593,0.137593,-10459.685922
0.038124,0.038124,-9744.467409
0.009556,0.009556,-10551.648893
