# FBP,BGP,LogLik
0.068516,0.068516,-8762.694974
0.023366,0.023366,-8917.287104
0.004185,0.004185,-10173.930187
0.133746,0.133746,-9400.510996
0.006655,0.006655,-9783.916299
0.097650,0.097650,-8990.266968
0.176542,0.176542,-9997.691207
0.164799,0.164799,-9824.239272
0.143876,0.143876,-9532.694985
0.171950,0.171950,-9929.073690
0.149687,0.149687,-9611.272759
0.003633,0.003633,-10296.512515
0.094244,0.094244,-8957.715850
0.002936,0.002936,-10483.968754
0.111014,0.111014,-9129.442169
0.047234,0.047234,-8706.956655
0.088222,0.088222,-8903.480031
0.040804,0.040804,-8722.621500
0.163852,0.163852,-9810.548357
0.036864,0.036864,-8743.506562
0.065274,0.065274,-8746.297806
0.003035,0.003035,-10454.490778
0.061917,0.061917,-8731.853700
0.005247,0.005247,-9981.057058
0.089997,0.089997,-8919.007887
0.005392,0.005392,-9958.205101
0.077634,0.077634,-8819.947136
0.121308,0.121308,-9247.421236
0.182004,0.182004,-10080.599070
0.110732,0.110732,-9126.334534
0.103018,0.103018,-9044.088279
0.009442,0.009442,-9507.269089
