# FBP,BGP,LogLik
0.156780,0.156780,-10783.167453
0.107194,0.107194,-10171.002652
0.087470,0.087470,-9978.391195
0.095099,0.095099,-10048.047741
0.142610,0.142610,-10594.483756
0.000478,0.000478,-13326.217781
0.012539,0.012539,-10388.724073
0.168267,0.168267,-10942.313165
0.199530,0.199530,-11399.081301
0.048317,0.048317,-9781.284494
0.080023,0.080023,-9917.555193
0.140390,0.140390,-10565.767751
0.132957,0.132957,-10471.487463
0.156747,0.156747,-10782.709745
0.182824,0.182824,-11150.989701
0.052814,0.052814,-9783.565403
0.105415,0.105415,-10152.068933
0.028099,0.028099,-9909.793784
0.194062,0.194062,-11316.921522
0.151480,0.151480,-10711.542161
0.037470,0.037470,-9814.497295
0.147971,0.147971,-10664.795219
0.159767,0.159767,-10824.042462
0.027290,0.027290,-9922.284834
0.099846,0.099846,-10094.632489
0.164548,0.164548,-10890.218043
0.069434,0.069434,-9846.080935
0.010095,0.010095,-10551.547510
0.068816,0.068816,-9842.551676
0.156396,0.156396,-10777.932691
0.020080,0.020080,-10078.867157
0.062050,0.062050,-9809.386425
