# FBP,BGP,LogLik
0.149465,0.149465,-9432.701979
0.041918,0.041918,-8563.462275
0.050355,0.050355,-8552.093331
0.104776,0.104776,-8892.175243
0.153792,0.153792,-9492.793990
0.123752,0.123752,-9102.138101
0.100265,0.100265,-8847.340043
0.119425,0.119425,-9051.449958
0.151212,0.151212,-9456.819827
0.107416,0.107416,-8919.379402
0.179551,0.179551,-9873.847835
0.189413,0.189413,-10029.521848
0.183071,0.183071,-9928.822316
0.150904,0.150904,-9452.548436
0.049264,0.049264,-8551.967815
0.077054,0.077054,-8655.395302
0.056000,0.056000,-8559.051996
0.131532,0.131532,-9197.049280
0.064844,0.064844,-8587.859483
0.150878,0.150878,-9452.197575
0.022702,0.022702,-8759.431526
0.155073,0.155073,-9510.816370
0.117180,0.117180,-9025.779459
0.167078,0.167078,-9684.537396
0.086175,0.086175,-8722.257105
0.124993,0.124993,-9116.952800
0.110882,0.110882,-8956.138070
0.195134,0.195134,-10122.129630
0.151095,0.151095,-9455.196546
0.108963,0.108963,-8935.637953
0.034806,0.034806,-8600.458440
0.180823,0.180823,-9893.639653
