FBP, BGP
0.187708, 0.187708
0.17095, 0.17095
0.16248, 0.16248
0.15535, 0.15535
0.153227, 0.153227
0.153087, 0.153087
0.153087, 0.153087
0.153056, 0.153056
0.153056, 0.153056
0.153056, 0.153056
0.147941, 0.147941
0.147941, 0.147941
0.136289, 0.136289
0.127426, 0.127426
0.11124, 0.11124
0.110322, 0.110322
0.105523, 0.105523
0.105523, 0.105523
0.105523, 0.105523
0.105523, 0.105523
0.105523, 0.105523
0.105523, 0.105523
0.105523, 0.105523
0.105523, 0.105523
0.105523, 0.105523
0.105523, 0.105523
0.105536, 0.105536
0.105536, 0.105536
0.105536, 0.105536
0.105536, 0.105536
0.105536, 0.105536
0.105536, 0.105536
0.105536, 0.105536
0.105536, 0.105536
0.105536, 0.105536
0.105536, 0.105536
0.105519, 0.105519
0.105519, 0.105519
0.105519, 0.105519
0.101848, 0.101848
0.101848, 0.101848
0.101848, 0.101848
0.0997605, 0.0997605
0.0997605, 0.0997605
0.0997605, 0.0997605
0.100473, 0.100473
0.100473, 0.100473
0.0985585, 0.0985585
0.0985585, 0.0985585
0.0985585, 0.0985585
0.0985585, 0.0985585
0.0992973, 0.0992973
0.0992973, 0.0992973
0.0992973, 0.0992973
0.097781, 0.097781
0.10225, 0.10225
0.10225, 0.10225
0.10225, 0.10225
0.10225, 0.10225
0.100677, 0.100677
0.0987544, 0.0987544
0.0987544, 0.0987544
0.0987544, 0.0987544
0.0987544, 0.0987544
0.0987544, 0.0987544
0.0992601, 0.0992601
0.0992601, 0.0992601
0.0992601, 0.0992601
0.0992601, 0.0992601
0.0992601, 0.0992601
0.0992601, 0.0992601
0.10131, 0.10131
0.0990335, 0.0990335
0.101333, 0.101333
0.0991532, 0.0991532
0.0991532, 0.0991532
0.0999563, 0.0999563
0.0999563, 0.0999563
0.0999563, 0.0999563
0.0999563, 0.0999563
0.0996773, 0.0996773
0.0985657, 0.0985657
0.0985657, 0.0985657
0.0985657, 0.0985657
0.0985657, 0.0985657
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.101638, 0.101638
0.103686, 0.103686
0.103686, 0.103686
0.103686, 0.103686
0.103686, 0.103686
0.103686, 0.103686
0.10215, 0.10215
0.0975626, 0.0975626
0.0975626, 0.0975626
0.0999538, 0.0999538
0.0999538, 0.0999538
0.0999538, 0.0999538
0.0999538, 0.0999538
0.096203, 0.096203
0.103893, 0.103893
0.103893, 0.103893
0.103893, 0.103893
0.103893, 0.103893
0.0980651, 0.0980651
0.0980651, 0.0980651
0.0980651, 0.0980651
0.100321, 0.100321
0.099662, 0.099662
0.099662, 0.099662
0.099662, 0.099662
0.099662, 0.099662
0.099662, 0.099662
0.099662, 0.099662
0.102196, 0.102196
0.10407, 0.10407
0.10407, 0.10407
0.10407, 0.10407
0.106256, 0.106256
0.106256, 0.106256
0.0959091, 0.0959091
0.0959091, 0.0959091
0.0959091, 0.0959091
