# FBP,BGP,LogLik
0.030225,0.030225,-9021.516713
0.079775,0.079775,-9052.703636
0.048171,0.048171,-8919.195363
0.068691,0.068691,-8978.416268
0.102626,0.102626,-9264.372197
0.133325,0.133325,-9632.728600
0.021182,0.021182,-9191.605165
0.026179,0.026179,-9082.567959
0.064396,0.064396,-8956.315784
0.132313,0.132313,-9619.404812
0.169301,0.169301,-10147.806018
0.110651,0.110651,-9352.838659
0.170890,0.170890,-10172.232518
0.076968,0.076968,-9031.781459
0.063358,0.063358,-8951.622079
0.070853,0.070853,-8991.064860
0.034216,0.034216,-8978.713576
0.165823,0.165823,-10094.794257
0.067734,0.067734,-8973.132487
0.110474,0.110474,-9350.816266
0.115710,0.115710,-9411.676583
0.104307,0.104307,-9282.376688
0.000538,0.000538,-12368.591370
0.197669,0.197669,-10602.253181
0.181068,0.181068,-10331.661397
0.041527,0.041527,-8933.291468
0.058498,0.058498,-8933.387913
0.104002,0.104002,-9279.093073
0.180382,0.180382,-10320.755572
0.196726,0.196726,-10586.548840
0.051508,0.051508,-8919.595456
0.112872,0.112872,-9378.384369
