# FBP,BGP,LogLik
0.068516,0.068516,-8291.271488
0.023366,0.023366,-8467.935080
0.004185,0.004185,-9743.951411
0.133746,0.133746,-8916.757712
0.006655,0.006655,-9350.524058
0.097650,0.097650,-8510.345816
0.176542,0.176542,-9523.356664
0.164799,0.164799,-9345.550905
0.143876,0.143876,-9049.628858
0.171950,0.171950,-9452.867466
0.149687,0.149687,-9129.008191
0.003633,0.003633,-9867.355762
0.094244,0.094244,-8478.577631
0.002936,0.002936,-10055.887065
0.111014,0.111014,-8647.086230
0.047234,0.047234,-8244.138668
0.088222,0.088222,-8425.872725
0.040804,0.040804,-8262.890120
0.163852,0.163852,-9331.570230
0.036864,0.036864,-8285.822132
0.065274,0.065274,-8276.052113
0.003035,0.003035,-10026.253294
0.061917,0.061917,-8262.874684
0.005247,0.005247,-9549.559081
0.089997,0.089997,-8440.930351
0.005392,0.005392,-9526.506594
0.077634,0.077634,-8345.450273
0.121308,0.121308,-8763.965102
0.182004,0.182004,-9608.779053
0.110732,0.110732,-8644.018716
0.103018,0.103018,-8563.062458
0.009442,0.009442,-9070.470510
