# FBP,BGP,LogLik
0.068516,0.068516,-9876.115771
0.023366,0.023366,-10037.233824
0.004185,0.004185,-11332.916051
0.133746,0.133746,-10489.689845
0.006655,0.006655,-10930.400538
0.097650,0.097650,-10098.498309
0.176542,0.176542,-11042.498860
0.164799,0.164799,-10883.581390
0.143876,0.143876,-10613.536190
0.171950,0.171950,-10979.770456
0.149687,0.149687,-10686.719083
0.003633,0.003633,-11459.438355
0.094244,0.094244,-10066.953035
0.002936,0.002936,-11652.921621
0.111014,0.111014,-10232.478299
0.047234,0.047234,-9821.340618
0.088222,0.088222,-10014.205615
0.040804,0.040804,-9837.516009
0.163852,0.163852,-10870.986412
0.036864,0.036864,-9858.930570
0.065274,0.065274,-9859.921538
0.003035,0.003035,-11622.495878
0.061917,0.061917,-9845.643578
0.005247,0.005247,-11133.850791
0.089997,0.089997,-10029.331793
0.005392,0.005392,-11110.266151
0.077634,0.077634,-9932.482319
0.121308,0.121308,-10344.997229
0.182004,0.182004,-11118.065335
0.110732,0.110732,-10229.501819
0.103018,0.103018,-10150.478594
0.009442,0.009442,-10644.973582
