# FBP,BGP,LogLik
0.052224,0.052224,-10475.157088
0.069760,0.069760,-10533.145143
0.160673,0.160673,-11476.645434
0.160646,0.160646,-11476.292085
0.140901,0.140901,-11226.311529
0.024728,0.024728,-10680.702241
0.056805,0.056805,-10481.854731
0.187859,0.187859,-11840.470258
0.090505,0.090505,-10682.991546
0.124369,0.124369,-11029.678969
0.003662,0.003662,-12199.620961
0.103604,0.103604,-10805.754009
0.137829,0.137829,-11188.778985
0.011776,0.011776,-11173.936954
0.023057,0.023057,-10718.118951
0.073674,0.073674,-10556.063779
0.188892,0.188892,-11854.653909
0.049760,0.049760,-10474.676658
0.004321,0.004321,-12044.421691
0.161856,0.161856,-11492.044439
0.169850,0.169850,-11597.234113
0.107339,0.107339,-10843.693691
0.178609,0.178609,-11714.530226
0.035807,0.035807,-10527.909440
0.054934,0.054934,-10478.265768
0.004090,0.004090,-12095.632418
0.116686,0.116686,-10943.364298
0.177478,0.177478,-11699.264462
0.121280,0.121280,-10994.542366
0.016057,0.016057,-10944.835515
0.138645,0.138645,-11198.708001
0.135188,0.135188,-11156.862344
