# FBP,BGP,LogLik
0.094650,0.094650,-10282.225989
0.025054,0.025054,-10251.713823
0.015057,0.015057,-10560.783171
0.132968,0.132968,-10667.144144
0.167582,0.167582,-11081.941330
0.184819,0.184819,-11305.216936
0.077637,0.077637,-10153.482879
0.187663,0.187663,-11343.014637
0.163961,0.163961,-11036.346145
0.084808,0.084808,-10203.345995
0.081264,0.081264,-10177.805034
0.066696,0.066696,-10093.287899
0.013823,0.013823,-10621.454493
0.001945,0.001945,-12340.915336
0.049100,0.049100,-10055.351918
0.050923,0.050923,-10054.735978
0.145932,0.145932,-10816.679999
0.031474,0.031474,-10151.466719
0.138484,0.138484,-10729.830508
0.146067,0.146067,-10818.274781
0.091943,0.091943,-10259.465320
0.023531,0.023531,-10284.033565
0.143902,0.143902,-10792.763170
0.182729,0.182729,-11277.621209
0.073236,0.073236,-10126.703599
0.151748,0.151748,-10886.145055
0.148384,0.148384,-10845.791859
0.010808,0.010808,-10806.765689
0.011142,0.011142,-10783.130397
0.135324,0.135324,-10693.735357
0.166182,0.166182,-11064.255488
0.184112,0.184112,-11295.870528
