# FBP,BGP,LogLik
0.099714,0.099714,-10208.884209
0.114743,0.114743,-10380.660637
0.053937,0.053937,-9881.630116
0.088012,0.088012,-10091.527878
0.026600,0.026600,-10037.409870
0.103323,0.103323,-10248.183869
0.010791,0.010791,-10631.948086
0.009650,0.009650,-10722.411767
0.135930,0.135930,-10653.170989
0.010996,0.010996,-10616.969763
0.104257,0.104257,-10258.563141
0.053205,0.053205,-9880.386854
0.037539,0.037539,-9911.827285
0.114664,0.114664,-10379.707613
0.059293,0.059293,-9896.222640
0.091276,0.091276,-10122.583802
0.027795,0.027795,-10017.236056
0.025297,0.025297,-10061.787467
0.021306,0.021306,-10154.697954
0.014312,0.014312,-10416.497731
0.110743,0.110743,-10332.944541
0.151201,0.151201,-10866.469187
0.158473,0.158473,-10972.099205
0.191569,0.191569,-11479.483546
0.033678,0.033678,-9942.779933
0.027124,0.027124,-10028.326873
0.093991,0.093991,-10149.438952
0.172202,0.172202,-11177.657685
0.153414,0.153414,-10898.352460
0.111636,0.111636,-10343.479261
0.031357,0.031357,-9967.717856
0.078253,0.078253,-10007.743926
