# FBP,BGP,LogLik
0.052224,0.052224,-10024.788527
0.069760,0.069760,-10087.563879
0.160673,0.160673,-11085.702976
0.160646,0.160646,-11085.326461
0.140901,0.140901,-10819.602835
0.024728,0.024728,-10230.460511
0.056805,0.056805,-10032.488789
0.187859,0.187859,-11474.714975
0.090505,0.090505,-10245.822904
0.124369,0.124369,-10611.454140
0.003662,0.003662,-11779.707225
0.103604,0.103604,-10375.174838
0.137829,0.137829,-10779.815856
0.011776,0.011776,-10732.751649
0.023057,0.023057,-10268.465041
0.073674,0.073674,-10111.864968
0.188892,0.188892,-11489.931760
0.049760,0.049760,-10023.853961
0.004321,0.004321,-11621.224724
0.161856,0.161856,-11102.114066
0.169850,0.169850,-11214.347955
0.107339,0.107339,-10415.164897
0.178609,0.178609,-11339.762838
0.035807,0.035807,-10075.943690
0.054934,0.054934,-10028.466534
0.004090,0.004090,-11673.517390
0.116686,0.116686,-10520.296889
0.177478,0.177478,-11323.425067
0.121280,0.121280,-10574.332089
0.016057,0.016057,-10499.202163
0.138645,0.138645,-10790.338586
0.135188,0.135188,-10746.003638
