# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.031507,0.031507,-10134.506477, -10227.204463
2,0.127782,0.127782,-9664.989220, -9732.280358
2,0.009792,0.009792,-11926.700134, -12021.475471
2,0.140460,0.140460,-9770.878958, -9872.631371
2,0.183956,0.183956,-10256.579610, -10324.584483
2,0.141791,0.141791,-9783.065535, -9917.609638
2,0.112127,0.112127,-9563.105734, -9649.390176
2,0.158841,0.158841,-9955.298975, -10027.433064
2,0.149693,0.149693,-9859.294972, -9952.708943
2,0.118132,0.118132,-9598.032363, -9694.916719
2,0.039405,0.039405,-10148.426022, -10189.267064
2,0.001566,0.001566,-14499.636946, -14573.004602
2,0.091461,0.091461,-9490.513782, -9637.918929
2,0.048208,0.048208,-9732.556599, -9906.858027
2,0.045426,0.045426,-9780.189426, -9839.678228
2,0.101339,0.101339,-9515.148020, -9630.647281
2,0.075079,0.075079,-9777.897063, -9811.746581
2,0.100811,0.100811,-9513.334651, -9599.425588
2,0.053855,0.053855,-9652.902994, -9767.896208
2,0.122023,0.122023,-9623.498655, -9733.610788
2,0.124397,0.124397,-9640.066178, -9754.685888
2,0.041783,0.041783,-9852.372205, -9982.978390
2,0.113494,0.113494,-9570.574012, -9667.082910
2,0.089043,0.089043,-9487.699116, -9573.998072
2,0.193885,0.193885,-10389.252647, -10495.970391
2,0.144357,0.144357,-9807.100857, -9895.745021
2,0.036378,0.036378,-10223.248491, -10268.885483
2,0.176406,0.176406,-10160.618893, -10229.422455
2,0.095404,0.095404,-9497.916284, -9636.585013
2,0.169371,0.169371,-10075.267120, -10141.361977
2,0.166182,0.166182,-10037.911308, -10122.571410
2,0.003470,0.003470,-13247.772546, -13376.744667
3,0.031507,0.031507,-9354.528482, -9748.586645
3,0.127782,0.127782,-9516.231577, -9670.056155
3,0.009792,0.009792,-10326.802454, -10729.037835
3,0.140460,0.140460,-9656.589284, -9863.022832
3,0.183956,0.183956,-10306.943661, -10531.719908
3,0.141791,0.141791,-9729.377436, -9956.139960
3,0.112127,0.112127,-9364.016740, -9614.943811
3,0.158841,0.158841,-9934.578388, -10139.256066
3,0.149693,0.149693,-9767.178779, -10063.446651
3,0.118132,0.118132,-9419.388796, -9675.672301
3,0.039405,0.039405,-9234.845196, -9585.394053
3,0.001566,0.001566,-12301.109667, -12999.387924
3,0.091461,0.091461,-9207.609461, -9509.964271
3,0.048208,0.048208,-9157.851624, -9583.762053
3,0.045426,0.045426,-9177.078663, -9515.796104
3,0.101339,0.101339,-9275.185531, -9490.630235
3,0.075079,0.075079,-9256.196421, -9677.164045
3,0.100811,0.100811,-9271.219812, -9570.067811
3,0.053855,0.053855,-9130.724064, -9402.661901
3,0.122023,0.122023,-9457.323318, -9869.399875
3,0.124397,0.124397,-9481.214812, -9738.227920
3,0.041783,0.041783,-9209.123782, -9559.482110
3,0.113494,0.113494,-9376.276160, -9701.506518
3,0.089043,0.089043,-9193.350152, -9605.463529
3,0.193885,0.193885,-10377.448535, -10575.363159
3,0.144357,0.144357,-9807.751037, -10052.425559
3,0.036378,0.036378,-9273.882676, -9653.340390
3,0.176406,0.176406,-10168.061724, -10422.710600
3,0.095404,0.095404,-9232.856616, -9523.962328
3,0.169371,0.169371,-10023.583994, -10331.981694
3,0.166182,0.166182,-9980.238808, -10262.847678
3,0.003470,0.003470,-11384.638793, -12011.218464
4,0.031507,0.031507,-9194.522187, -9519.009360
4,0.127782,0.127782,-9647.538847, -9906.360241
4,0.009792,0.009792,-9789.633907, -10721.203115
4,0.140460,0.140460,-10076.634539, -10212.560959
4,0.183956,0.183956,-10375.922939, -10536.212492
4,0.141791,0.141791,-9950.373726, -10314.988162
4,0.112127,0.112127,-9476.630200, -9698.035122
