# FBP,BGP,LogLik
0.197316,0.197316,-12093.565891
0.075624,0.075624,-10591.515046
0.076422,0.076422,-10597.158821
0.010225,0.010225,-11315.926040
0.085334,0.085334,-10667.346935
0.003149,0.003149,-12395.462433
0.006019,0.006019,-11780.526694
0.067820,0.067820,-10542.762583
0.164194,0.164194,-11611.120207
0.091764,0.091764,-10725.089954
0.002968,0.002968,-12453.330525
0.032644,0.032644,-10572.745091
0.147985,0.147985,-11387.544223
0.147659,0.147659,-11383.156484
0.150905,0.150905,-11427.069622
0.070334,0.070334,-10557.111412
0.070455,0.070455,-10557.839227
0.160415,0.160415,-11558.133834
0.079628,0.079628,-10620.949814
0.145438,0.145438,-11353.373054
0.116225,0.116225,-10985.312034
0.072868,0.072868,-10572.915010
0.016001,0.016001,-10969.481295
0.023225,0.023225,-10731.522351
0.177912,0.177912,-11807.317075
0.090468,0.090468,-10713.022880
0.198801,0.198801,-12115.834337
0.072779,0.072779,-10572.338700
0.049991,0.049991,-10489.658022
0.070108,0.070108,-10555.765926
0.068617,0.068617,-10547.164456
0.127471,0.127471,-11121.165438
