# FBP,BGP,LogLik
0.128113,0.128113,-11192.046741
0.068176,0.068176,-10649.698612
0.062005,0.062005,-10625.582570
0.194538,0.194538,-12079.431880
0.142913,0.142913,-11373.942505
0.100501,0.100501,-10892.072603
0.042815,0.042815,-10631.524511
0.097979,0.097979,-10868.032425
0.152428,0.152428,-11496.637027
0.194943,0.194943,-12085.300924
0.134562,0.134562,-11269.833978
0.004927,0.004927,-12185.616998
0.093035,0.093035,-10822.940812
0.165535,0.165535,-11671.787370
0.102103,0.102103,-10907.698648
0.068821,0.068821,-10652.757999
0.172221,0.172221,-11763.506755
0.115518,0.115518,-11047.792570
0.100878,0.100878,-10895.730681
0.097258,0.097258,-10861.278779
0.136299,0.136299,-11291.185015
0.091057,0.091057,-10805.713120
0.113424,0.113424,-11024.913687
0.057703,0.057703,-10614.955747
0.034373,0.034373,-10695.256959
0.164011,0.164011,-11651.082516
0.063840,0.063840,-10631.731346
0.025133,0.025133,-10843.459569
0.036852,0.036852,-10670.986057
0.082532,0.082532,-10737.473496
0.057085,0.057085,-10613.900375
0.139017,0.139017,-11324.916882
