# FBP,BGP,LogLik
0.094650,0.094650,-8065.952497
0.025054,0.025054,-7988.367951
0.015057,0.015057,-8263.768851
0.132968,0.132968,-8508.661131
0.167582,0.167582,-9017.332283
0.184819,0.184819,-9301.567344
0.077637,0.077637,-7925.174612
0.187663,0.187663,-9350.267453
0.163961,0.163961,-8960.089083
0.084808,0.084808,-7979.287985
0.081264,0.081264,-7951.512379
0.066696,0.066696,-7860.216660
0.013823,0.013823,-8317.642860
0.001945,0.001945,-9829.356509
0.049100,0.049100,-7816.034860
0.050923,0.050923,-7816.161693
0.145932,0.145932,-8688.715683
0.031474,0.031474,-7898.888150
0.138484,0.138484,-8583.642719
0.146067,0.146067,-8690.657536
0.091943,0.091943,-8040.802836
0.023531,0.023531,-8017.233044
0.143902,0.143902,-8659.646813
0.182729,0.182729,-9266.111427
0.073236,0.073236,-7896.271898
0.151748,0.151748,-8773.697954
0.148384,0.148384,-8724.231752
0.010808,0.010808,-8481.843156
0.011142,0.011142,-8460.927720
0.135324,0.135324,-8540.377444
0.166182,0.166182,-8995.093595
0.184112,0.184112,-9289.549200
