# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.009008,0.009008,-11860.610436, -11871.918587
2,0.134540,0.134540,-9384.674390, -9455.110693
2,0.130951,0.130951,-9367.101869, -9396.891856
2,0.020349,0.020349,-10489.866938, -10543.465689
2,0.168477,0.168477,-9738.681691, -9820.903478
2,0.122834,0.122834,-9318.909854, -9399.063495
2,0.019666,0.019666,-10537.045414, -10626.066835
2,0.118893,0.118893,-9324.037814, -9389.162864
2,0.095683,0.095683,-9214.369750, -9368.278655
2,0.046659,0.046659,-9575.234672, -9665.636853
2,0.003951,0.003951,-13117.068996, -13227.246941
2,0.073113,0.073113,-9328.660600, -9364.236812
2,0.123970,0.123970,-9339.040872, -9423.325182
2,0.065856,0.065856,-9308.965834, -9416.693909
2,0.061451,0.061451,-9386.380904, -9418.007448
2,0.150224,0.150224,-9484.185405, -9497.693320
2,0.151725,0.151725,-9495.510657, -9530.166323
2,0.143753,0.143753,-9480.213926, -9577.332054
2,0.020236,0.020236,-10497.507489, -10592.627499
2,0.103233,0.103233,-9310.277222, -9362.966261
2,0.111560,0.111560,-9258.929373, -9335.974860
2,0.148961,0.148961,-9529.081171, -9658.572607
2,0.180636,0.180636,-9767.289990, -9835.971619
2,0.073808,0.073808,-9254.546078, -9407.291128
2,0.085733,0.085733,-9215.558495, -9235.423165
2,0.146553,0.146553,-9457.758697, -9545.841656
2,0.132527,0.132527,-9374.567877, -9423.821899
2,0.111574,0.111574,-9311.128764, -9343.431930
2,0.070028,0.070028,-9338.704455, -9361.548360
2,0.039070,0.039070,-9715.328898, -9766.727233
2,0.036761,0.036761,-9775.185845, -9883.589857
2,0.016317,0.016317,-10803.375436, -10924.379677
3,0.009008,0.009008,-9679.475989, -10357.086835
3,0.134540,0.134540,-8686.556492, -8961.110453
3,0.130951,0.130951,-8643.374715, -9042.011846
3,0.020349,0.020349,-8838.622806, -9357.385362
3,0.168477,0.168477,-9153.615285, -9426.916929
3,0.122834,0.122834,-8550.828703, -8778.831577
3,0.019666,0.019666,-8870.169254, -9225.899202
3,0.118893,0.118893,-8508.600732, -8989.279626
3,0.095683,0.095683,-8302.048638, -8703.159505
3,0.046659,0.046659,-8257.464249, -8540.510365
3,0.003951,0.003951,-10636.758107, -11659.830890
3,0.073113,0.073113,-8192.176068, -8586.329545
3,0.123970,0.123970,-8563.336222, -8983.731925
3,0.065856,0.065856,-8183.652340, -8609.360267
3,0.061451,0.061451,-8186.790916, -8622.772342
3,0.150224,0.150224,-8889.986673, -9038.711874
3,0.151725,0.151725,-8910.624547, -9205.680352
3,0.143753,0.143753,-8803.274051, -9106.509569
3,0.020236,0.020236,-8843.726301, -9806.813134
3,0.103233,0.103233,-8360.559347, -8609.516431
3,0.111560,0.111560,-8435.138037, -8569.865852
3,0.148961,0.148961,-8872.764667, -9121.940586
3,0.180636,0.180636,-9343.377029, -9712.664385
3,0.073808,0.073808,-8193.792491, -8697.353605
3,0.085733,0.085733,-9114.356934, -9393.182240
3,0.146553,0.146553,-8840.337102, -9169.554024
3,0.132527,0.132527,-8662.180654, -9024.282371
3,0.111574,0.111574,-8435.273979, -8545.460596
3,0.070028,0.070028,-8186.624857, -8612.421813
3,0.039070,0.039070,-8343.293400, -8592.645048
3,0.036761,0.036761,-9249.735320, -9368.394301
3,0.016317,0.016317,-9049.516242, -9533.898494
4,0.009008,0.009008,-8903.055645, -9685.986926
4,0.134540,0.134540,-8699.732746, -9023.475372
4,0.130951,0.130951,-8618.586599, -8971.321293
