# FBP,BGP,LogLik
0.141449,0.141449,-10311.673447
0.013128,0.013128,-10198.560124
0.157451,0.157451,-10524.127213
0.195911,0.195911,-11083.194549
0.015817,0.015817,-10061.348720
0.091580,0.091580,-9761.414542
0.115805,0.115805,-10003.245501
0.162581,0.162581,-10594.971976
0.030016,0.030016,-9686.244276
0.072026,0.072026,-9619.649914
0.167118,0.167118,-10658.661924
0.103637,0.103637,-9874.465120
0.032695,0.032695,-9651.546612
0.173883,0.173883,-10755.317826
0.187225,0.187225,-10951.595213
0.147933,0.147933,-10396.125836
0.194733,0.194733,-11065.170146
0.185305,0.185305,-10922.912697
0.024281,0.024281,-9790.144285
0.081851,0.081851,-9683.366191
0.119378,0.119378,-10043.447783
0.146477,0.146477,-10376.964078
0.107013,0.107013,-9908.845381
0.129840,0.129840,-10166.586341
0.023361,0.023361,-9811.508382
0.081259,0.081259,-9679.064504
0.001371,0.001371,-12261.095762
0.130370,0.130370,-10173.029395
0.032895,0.032895,-9649.248248
0.080793,0.080793,-9675.717184
0.099730,0.099730,-9836.080284
0.133276,0.133276,-10208.659048
