# FBP,BGP,LogLik
0.098264,0.098264,-10764.338438
0.040493,0.040493,-10497.581071
0.142136,0.142136,-11267.160096
0.111684,0.111684,-10903.843042
0.120156,0.120156,-10999.276282
0.119113,0.119113,-10987.268895
0.061243,0.061243,-10497.412415
0.016674,0.016674,-10917.357041
0.082618,0.082618,-10625.275778
0.059548,0.059548,-10491.624391
0.113941,0.113941,-10928.774300
0.044628,0.044628,-10482.540189
0.044740,0.044740,-10482.259973
0.065031,0.065031,-10513.087370
0.034665,0.034665,-10537.455268
0.080402,0.080402,-10608.174527
0.164803,0.164803,-11566.331497
0.170401,0.170401,-11642.969035
0.021649,0.021649,-10752.468817
0.066146,0.066146,-10518.369846
0.122642,0.122642,-11028.213752
0.045390,0.045390,-10480.771641
0.183895,0.183895,-11831.456532
0.141327,0.141327,-11256.865194
0.044058,0.044058,-10484.054795
0.021337,0.021337,-10760.938298
0.014755,0.014755,-11002.890251
0.037595,0.037595,-10514.341726
0.079110,0.079110,-10598.544032
0.150158,0.150158,-11370.780959
0.028200,0.028200,-10616.328988
0.007292,0.007292,-11569.061607
