# FBP,BGP,LogLik
0.139294,0.139294,-10705.346507
0.057228,0.057228,-9951.907416
0.045370,0.045370,-9944.375466
0.110263,0.110263,-10361.773504
0.143894,0.143894,-10763.967147
0.084621,0.084621,-10112.890538
0.196153,0.196153,-11485.458736
0.136966,0.136966,-10676.057800
0.096186,0.096186,-10216.853190
0.078424,0.078424,-10064.311473
0.068636,0.068636,-10000.427601
0.145810,0.145810,-10788.666362
0.087714,0.087714,-10139.124468
0.011936,0.011936,-10606.160591
0.079609,0.079609,-10073.162118
0.147599,0.147599,-10811.871803
0.036498,0.036498,-9982.557395
0.035090,0.035090,-9993.435606
0.106310,0.106310,-10319.342661
0.106366,0.106366,-10319.926963
0.126880,0.126880,-10552.348653
0.169886,0.169886,-11111.399879
0.144891,0.144891,-10776.801954
0.122205,0.122205,-10496.921102
0.144489,0.144489,-10771.617973
0.064592,0.064592,-9979.568152
0.072358,0.072358,-10022.654258
0.045653,0.045653,-9943.881605
0.058743,0.058743,-9956.385523
0.126195,0.126195,-10544.147891
0.018421,0.018421,-10301.787012
0.086740,0.086740,-10130.728665
