# FBP,BGP,LogLik
0.156780,0.156780,-10000.595550
0.107194,0.107194,-9395.136054
0.087470,0.087470,-9206.593178
0.095099,0.095099,-9274.897820
0.142610,0.142610,-9812.053944
0.000478,0.000478,-12117.142500
0.012539,0.012539,-9513.712885
0.168267,0.168267,-10161.235369
0.199530,0.199530,-10630.797876
0.048317,0.048317,-9001.646254
0.080023,0.080023,-9146.572440
0.140390,0.140390,-9783.532105
0.132957,0.132957,-9690.186710
0.156747,0.156747,-10000.135717
0.182824,0.182824,-10374.192428
0.052814,0.052814,-9007.016573
0.105415,0.105415,-9376.623586
0.028099,0.028099,-9100.423735
0.194062,0.194062,-10545.411702
0.151480,0.151480,-9928.786317
0.037470,0.037470,-9022.986459
0.147971,0.147971,-9882.078087
0.159767,0.159767,-10041.710056
0.027290,0.027290,-9110.889439
0.099846,0.099846,-9320.469965
0.164548,0.164548,-10108.484040
0.069434,0.069434,-9074.934713
0.010095,0.010095,-9656.508832
0.068816,0.068816,-9071.333494
0.156396,0.156396,-9995.337227
0.020080,0.020080,-9244.334797
0.062050,0.062050,-9036.808222
