# FBP,BGP,LogLik
0.081889,0.081889,-7268.666605
0.043656,0.043656,-7152.570631
0.088352,0.088352,-7321.005209
0.099026,0.099026,-7421.294604
0.188149,0.188149,-8717.176220
0.085981,0.085981,-7301.014279
0.172451,0.172451,-8442.083093
0.033365,0.033365,-7219.184944
0.109034,0.109034,-7529.032228
0.118156,0.118156,-7637.381574
0.118744,0.118744,-7644.676634
0.100430,0.100430,-7435.658634
0.153429,0.153429,-8132.488602
0.034573,0.034573,-7207.613252
0.013621,0.013621,-7694.719055
0.028544,0.028544,-7278.427356
0.112646,0.112646,-7570.841144
0.049945,0.049945,-7140.145570
0.147707,0.147707,-8044.808688
0.012571,0.012571,-7749.283217
0.181799,0.181799,-8603.855857
0.190342,0.190342,-8756.946940
0.157130,0.157130,-8190.578455
0.175591,0.175591,-8495.738195
0.075669,0.075669,-7225.115259
0.031919,0.031919,-7234.649432
0.039990,0.039990,-7168.711912
0.100254,0.100254,-7433.846853
0.132277,0.132277,-7822.062048
0.113758,0.113758,-7584.002246
0.020988,0.020988,-7428.707301
0.145448,0.145448,-8010.926712
