# FBP,BGP,LogLik
0.017339,0.017339,-10208.153885
0.097478,0.097478,-9997.919028
0.180925,0.180925,-11024.599357
0.087889,0.087889,-9914.517771
0.137867,0.137867,-10443.676806
0.034052,0.034052,-9832.864445
0.049352,0.049352,-9748.928278
0.084700,0.084700,-9889.432190
0.062761,0.062761,-9764.835921
0.128775,0.128775,-10332.922086
0.165286,0.165286,-10804.182954
0.071619,0.071619,-9803.557080
0.152644,0.152644,-10633.473455
0.056032,0.056032,-9749.252725
0.080617,0.080617,-9859.514560
0.007113,0.007113,-10939.295052
0.028923,0.028923,-9901.915387
0.022487,0.022487,-10037.835876
0.115387,0.115387,-10179.748437
0.125530,0.125530,-10294.642706
0.011076,0.011076,-10553.724736
0.111719,0.111719,-10140.145477
0.150630,0.150630,-10606.960116
0.100825,0.100825,-10029.545973
0.092336,0.092336,-9951.786675
0.126857,0.126857,-10310.210984
0.076499,0.076499,-9832.082393
0.121511,0.121511,-10248.224745
0.184918,0.184918,-11082.375629
0.170978,0.170978,-10883.287481
0.147548,0.147548,-10566.759912
0.174708,0.174708,-10935.829550
