# FBP,BGP,LogLik
0.009273,0.009273,-9350.811349
0.101122,0.101122,-8830.124600
0.021305,0.021305,-8782.540150
0.121736,0.121736,-9065.639081
0.144197,0.144197,-9362.662773
0.157156,0.157156,-9549.781677
0.118002,0.118002,-9020.073907
0.197860,0.197860,-10199.945808
0.071980,0.071980,-8583.595641
0.002266,0.002266,-10557.937234
0.163684,0.163684,-9647.932282
0.090467,0.090467,-8726.022920
0.108517,0.108517,-8909.897270
0.169401,0.169401,-9735.900514
0.052398,0.052398,-8510.386863
0.065350,0.065350,-8547.792644
0.019342,0.019342,-8838.081956
0.136358,0.136358,-9254.828208
0.042599,0.042599,-8521.775613
0.170648,0.170648,-9755.330564
0.122054,0.122054,-9069.584349
0.182273,0.182273,-9940.573239
0.012199,0.012199,-9144.233040
0.198342,0.198342,-10208.162128
0.079559,0.079559,-8635.228415
0.109133,0.109133,-8916.794935
0.128747,0.128747,-9154.301881
0.097056,0.097056,-8788.787418
0.105578,0.105578,-8877.510245
0.083431,0.083431,-8665.418048
0.037377,0.037377,-8547.886439
0.193889,0.193889,-10132.706791
