# FBP,BGP,LogLik
0.041168,0.041168,-8939.281117
0.130009,0.130009,-9532.748382
0.187294,0.187294,-10312.212714
0.044716,0.044716,-8929.946285
0.045185,0.045185,-8929.145339
0.170364,0.170364,-10062.119832
0.165531,0.165531,-9993.592626
0.070341,0.070341,-8989.169533
0.053019,0.053019,-8928.383077
0.025478,0.025478,-9080.413854
0.197587,0.197587,-10471.574625
0.167069,0.167069,-10015.253750
0.179878,0.179878,-10200.782752
0.102736,0.102736,-9239.155141
0.022877,0.022877,-9128.385357
0.010516,0.010516,-9588.514181
0.066116,0.066116,-8968.110850
0.184066,0.184066,-10263.351562
0.189516,0.189516,-10346.157361
0.168233,0.168233,-10031.742014
0.031736,0.031736,-8999.444034
0.083985,0.083985,-9077.815750
0.049249,0.049249,-8925.958204
0.041070,0.041070,-8939.624904
0.136965,0.136965,-9616.652436
0.097222,0.097222,-9187.734092
0.064982,0.064982,-8963.059286
0.020043,0.020043,-9193.701686
0.108953,0.108953,-9300.620081
0.069405,0.069405,-8984.211763
0.078219,0.078219,-9036.881798
0.062102,0.062102,-8951.477678
