# FBP,BGP,LogLik
0.019696,0.019696,-11237.449354
0.190058,0.190058,-12377.670673
0.123693,0.123693,-11517.103593
0.001936,0.001936,-13180.709046
0.171829,0.171829,-12129.604112
0.136237,0.136237,-11668.544738
0.028925,0.028925,-11044.574836
0.068270,0.068270,-10994.701217
0.174577,0.174577,-12166.586860
0.145727,0.145727,-11787.585100
0.063731,0.063731,-10970.759232
0.158843,0.158843,-11957.123931
0.050961,0.050961,-10932.606150
0.109884,0.109884,-11360.260550
0.186713,0.186713,-12331.714648
0.087244,0.087244,-11135.241403
0.111250,0.111250,-11375.226933
0.155239,0.155239,-11910.024204
0.040747,0.040747,-10946.085412
0.089812,0.089812,-11158.186299
0.184011,0.184011,-12294.715681
0.130369,0.130369,-11596.776873
0.140276,0.140276,-11718.793566
0.192449,0.192449,-12410.639651
0.117781,0.117781,-11448.517627
0.174108,0.174108,-12160.261770
0.198485,0.198485,-12494.251372
0.135252,0.135252,-11656.401622
0.136956,0.136956,-11677.444427
0.036206,0.036206,-10970.567482
0.092614,0.092614,-11184.086062
0.147566,0.147566,-11811.029173
