# FBP,BGP,LogLik
0.074078,0.074078,-10200.322541
0.104259,0.104259,-10451.129072
0.097947,0.097947,-10389.492023
0.026896,0.026896,-10301.326859
0.073233,0.073233,-10195.245990
0.199929,0.199929,-11683.199915
0.112825,0.112825,-10540.614678
0.093047,0.093047,-10344.532912
0.109829,0.109829,-10508.601387
0.052602,0.052602,-10123.545157
0.113273,0.113273,-10545.462049
0.145664,0.145664,-10931.097687
0.021137,0.021137,-10434.964095
0.055690,0.055690,-10126.525066
0.041784,0.041784,-10144.516110
0.148976,0.148976,-10973.767517
0.187133,0.187133,-11496.904059
0.084937,0.084937,-10276.471839
0.126649,0.126649,-10696.938794
0.006242,0.006242,-11396.385609
0.026298,0.026298,-10312.592950
0.076890,0.076890,-10218.166231
0.132878,0.132878,-10771.458196
0.128066,0.128066,-10713.679872
0.038431,0.038431,-10163.725547
0.026579,0.026579,-10307.225873
0.187614,0.187614,-11503.819069
0.071072,0.071072,-10182.892940
0.092086,0.092086,-10336.038798
0.019072,0.019072,-10499.833063
0.182047,0.182047,-11424.223284
0.133604,0.133604,-10780.281682
