# FBP,BGP,LogLik
0.139294,0.139294,-9137.432927
0.057228,0.057228,-8297.727300
0.045370,0.045370,-8277.364113
0.110263,0.110263,-8756.702578
0.143894,0.143894,-9203.028032
0.084621,0.084621,-8482.837953
0.196153,0.196153,-10027.381675
0.136966,0.136966,-9104.735031
0.096186,0.096186,-8597.389460
0.078424,0.078424,-8428.868132
0.068636,0.068636,-8356.572667
0.145810,0.145810,-9230.727069
0.087714,0.087714,-8511.822042
0.011936,0.011936,-8835.283600
0.079609,0.079609,-8438.740666
0.147599,0.147599,-9256.784325
0.036498,0.036498,-8302.762329
0.035090,0.035090,-8311.194638
0.106310,0.106310,-8710.028382
0.106366,0.106366,-8710.670827
0.126880,0.126880,-8967.159088
0.169886,0.169886,-9596.073377
0.144891,0.144891,-9217.417115
0.122205,0.122205,-8905.781554
0.144489,0.144489,-9211.604176
0.064592,0.064592,-8332.169316
0.072358,0.072358,-8382.007279
0.045653,0.045653,-8277.219736
0.058743,0.058743,-8303.648910
0.126195,0.126195,-8958.068245
0.018421,0.018421,-8571.705971
0.086740,0.086740,-8502.554673
