# FBP,BGP,LogLik
0.027019,0.027019,-9003.329189
0.193998,0.193998,-10568.799487
0.050259,0.050259,-8878.426257
0.106274,0.106274,-9307.754534
0.021931,0.021931,-9101.009124
0.067781,0.067781,-8948.617359
0.024622,0.024622,-9044.144871
0.182369,0.182369,-10380.375588
0.189972,0.189972,-10502.978457
0.108264,0.108264,-9331.041967
0.069970,0.069970,-8962.863614
0.064698,0.064698,-8930.307693
0.184736,0.184736,-10418.290288
0.123868,0.123868,-9524.847374
0.081919,0.081919,-9056.310511
0.154310,0.154310,-9948.746808
0.107058,0.107058,-9316.882214
0.043594,0.043594,-8879.581847
0.047698,0.047698,-8876.564974
0.055041,0.055041,-8888.508138
0.003202,0.003202,-10569.668891
0.051163,0.051163,-8879.701681
0.122266,0.122266,-9504.115855
0.150677,0.150677,-9895.495473
0.022686,0.022686,-9083.725750
0.194449,0.194449,-10576.214346
0.097750,0.097750,-9212.200141
0.012448,0.012448,-9453.690387
0.187995,0.187995,-10470.880203
0.054335,0.054335,-8886.521968
0.061943,0.061943,-8915.826999
0.091869,0.091869,-9150.697697
