# FBP,BGP,LogLik
0.000706,0.000706,-12988.683010
0.096178,0.096178,-9952.722761
0.185491,0.185491,-11072.890649
0.039673,0.039673,-9710.445016
0.010418,0.010418,-10470.136201
0.081356,0.081356,-9824.407843
0.074479,0.074479,-9775.429962
0.171431,0.171431,-10871.423264
0.005322,0.005322,-11045.153099
0.184030,0.184030,-11051.627785
0.136181,0.136181,-10400.963331
0.180845,0.180845,-11005.542669
0.121506,0.121506,-10223.273911
0.162391,0.162391,-10745.754927
0.067109,0.067109,-9732.435964
0.069913,0.069913,-9747.509131
0.077975,0.077975,-9799.360273
0.150959,0.150959,-10591.557059
0.073858,0.073858,-9771.401647
0.048444,0.048444,-9685.620044
0.187534,0.187534,-11102.739533
0.181602,0.181602,-11016.465234
0.069759,0.069759,-9746.639786
0.126928,0.126928,-10287.426822
0.054768,0.054768,-9689.169047
0.041223,0.041223,-9703.008300
0.067268,0.067268,-9733.245929
0.065420,0.065420,-9724.191562
0.176455,0.176455,-10942.603911
0.164461,0.164461,-10774.252640
0.141925,0.141925,-10473.775231
0.191869,0.191869,-11166.564063
