# FBP,BGP,LogLik
0.168468,0.168468,-11448.073990
0.016639,0.016639,-10836.395861
0.152737,0.152737,-11240.598967
0.048733,0.048733,-10362.008480
0.038845,0.038845,-10399.722815
0.114491,0.114491,-10784.776330
0.019143,0.019143,-10740.758622
0.177065,0.177065,-11565.154594
0.125450,0.125450,-10906.743099
0.144683,0.144683,-11138.254694
0.003226,0.003226,-12275.643888
0.118886,0.118886,-10832.696590
0.111357,0.111357,-10751.486967
0.031792,0.031792,-10466.705981
0.030614,0.030614,-10482.353487
0.139106,0.139106,-11069.120084
0.063753,0.063753,-10383.214239
0.138394,0.138394,-11060.406280
0.110877,0.110877,-10746.453294
0.077790,0.077790,-10456.661194
0.185026,0.185026,-11675.655611
0.168334,0.168334,-11446.261985
0.071480,0.071480,-10418.659274
0.008718,0.008718,-11350.322265
0.060954,0.060954,-10373.925932
0.079637,0.079637,-10469.108313
0.140992,0.140992,-11092.327607
0.199072,0.199072,-11875.048631
0.071183,0.071183,-10417.059495
0.152510,0.152510,-11237.675785
0.118635,0.118635,-10829.922570
0.138340,0.138340,-11059.749980
