2, 0.197868, 0.197868, -1007.48
3, 0.197868, 0.197868, -1032.89
4, 0.197868, 0.197868, -1043.23
5, 0.197868, 0.197868, -1058.73
6, 0.197868, 0.197868, -1076.27
7, 0.197868, 0.197868, -1087.87
2, 0.111616, 0.111616, -893.998
3, 0.111616, 0.111616, -907.454
4, 0.111616, 0.111616, -913.548
5, 0.111616, 0.111616, -930.682
6, 0.111616, 0.111616, -946.845
7, 0.111616, 0.111616, -973.249
2, 0.0155429, 0.0155429, -953.952
3, 0.0155429, 0.0155429, -862.42
4, 0.0155429, 0.0155429, -835.41
5, 0.0155429, 0.0155429, -908.439
6, 0.0155429, 0.0155429, -907.973
7, 0.0155429, 0.0155429, -951.269
2, 0.0125018, 0.0125018, -978.795
3, 0.0125018, 0.0125018, -887.179
4, 0.0125018, 0.0125018, -828.133
5, 0.0125018, 0.0125018, -866.228
6, 0.0125018, 0.0125018, -930.848
7, 0.0125018, 0.0125018, -963.642
2, 0.0644259, 0.0644259, -868.473
3, 0.0644259, 0.0644259, -863.23
4, 0.0644259, 0.0644259, -852.505
5, 0.0644259, 0.0644259, -851.13
6, 0.0644259, 0.0644259, -900.364
7, 0.0644259, 0.0644259, -935.334
2, 0.0878239, 0.0878239, -868.526
3, 0.0878239, 0.0878239, -871.68
4, 0.0878239, 0.0878239, -877.508
5, 0.0878239, 0.0878239, -891.633
6, 0.0878239, 0.0878239, -917.71
7, 0.0878239, 0.0878239, -936.821
2, 0.18923, 0.18923, -993.445
3, 0.18923, 0.18923, -1014.77
4, 0.18923, 0.18923, -1031.35
5, 0.18923, 0.18923, -1051.36
6, 0.18923, 0.18923, -1066.14
7, 0.18923, 0.18923, -1071.17
2, 0.171993, 0.171993, -962.732
3, 0.171993, 0.171993, -983.479
4, 0.171993, 0.171993, -1007.05
5, 0.171993, 0.171993, -1023.73
6, 0.171993, 0.171993, -1034.4
7, 0.171993, 0.171993, -1047.86
2, 0.00178782, 0.00178782, -1194.16
3, 0.00178782, 0.00178782, -1008.47
4, 0.00178782, 0.00178782, -911.809
5, 0.00178782, 0.00178782, -986.364
6, 0.00178782, 0.00178782, -987.975
7, 0.00178782, 0.00178782, -1039.4
2, 0.00212559, 0.00212559, -1175.82
3, 0.00212559, 0.00212559, -1008.63
4, 0.00212559, 0.00212559, -960.825
5, 0.00212559, 0.00212559, -955.091
6, 0.00212559, 0.00212559, -956.101
7, 0.00212559, 0.00212559, -1105.35
2, 0.164546, 0.164546, -952.045
3, 0.164546, 0.164546, -978.773
4, 0.164546, 0.164546, -988.948
5, 0.164546, 0.164546, -1007.38
6, 0.164546, 0.164546, -1030.57
7, 0.164546, 0.164546, -1036.4
2, 0.017032, 0.017032, -938.776
3, 0.017032, 0.017032, -873.194
4, 0.017032, 0.017032, -853.653
5, 0.017032, 0.017032, -910.153
6, 0.017032, 0.017032, -886.753
7, 0.017032, 0.017032, -963.873
2, 0.172242, 0.172242, -963.096
3, 0.172242, 0.172242, -987.224
4, 0.172242, 0.172242, -1008.63
5, 0.172242, 0.172242, -1024.42
6, 0.172242, 0.172242, -1030.95
7, 0.172242, 0.172242, -1048.72
2, 0.0857498, 0.0857498, -878.881
3, 0.0857498, 0.0857498, -878.548
4, 0.0857498, 0.0857498, -872.133
5, 0.0857498, 0.0857498, -897.984
6, 0.0857498, 0.0857498, -918.573
7, 0.0857498, 0.0857498, -933.904
2, 0.0879662, 0.0879662, -871.552
3, 0.0879662, 0.0879662, -871.349
4, 0.0879662, 0.0879662, -885.071
5, 0.0879662, 0.0879662, -899.315
6, 0.0879662, 0.0879662, -915.42
7, 0.0879662, 0.0879662, -946.53
2, 0.117493, 0.117493, -900.89
3, 0.117493, 0.117493, -905.507
4, 0.117493, 0.117493, -909.161
5, 0.117493, 0.117493, -923.95
6, 0.117493, 0.117493, -959.478
7, 0.117493, 0.117493, -980.193
2, 0.051149, 0.051149, -876.997
3, 0.051149, 0.051149, -858.976
4, 0.051149, 0.051149, -848.382
5, 0.051149, 0.051149, -847.489
6, 0.051149, 0.051149, -886.399
7, 0.051149, 0.051149, -912.244
2, 0.17191, 0.17191, -962.613
3, 0.17191, 0.17191, -983.287
4, 0.17191, 0.17191, -1008.99
5, 0.17191, 0.17191, -1018.69
6, 0.17191, 0.17191, -1038.17
7, 0.17191, 0.17191, -1048.23
2, 0.160538, 0.160538, -946.214
3, 0.160538, 0.160538, -966.192
4, 0.160538, 0.160538, -988.396
5, 0.160538, 0.160538, -1000.32
6, 0.160538, 0.160538, -1023.28
7, 0.160538, 0.160538, -1032.23
2, 0.122919, 0.122919, -904.477
3, 0.122919, 0.122919, -919.774
4, 0.122919, 0.122919, -937.063
5, 0.122919, 0.122919, -940.376
6, 0.122919, 0.122919, -971.005
7, 0.122919, 0.122919, -982.94
