# FBP,BGP,LogLik
0.139294,0.139294,-10371.361448
0.057228,0.057228,-9631.444711
0.045370,0.045370,-9635.227696
0.110263,0.110263,-10023.333467
0.143894,0.143894,-10431.323534
0.084621,0.084621,-9777.883289
0.196153,0.196153,-11176.538118
0.136966,0.136966,-10341.452846
0.096186,0.096186,-9879.286670
0.078424,0.078424,-9731.457879
0.068636,0.068636,-9672.241650
0.145810,0.145810,-10456.625472
0.087714,0.087714,-9803.254217
0.011936,0.011936,-10369.514083
0.079609,0.079609,-9739.851157
0.147599,0.147599,-10480.416175
0.036498,0.036498,-9684.833442
0.035090,0.035090,-9697.826256
0.106310,0.106310,-9980.920743
0.106366,0.106366,-9981.503619
0.126880,0.126880,-10215.550426
0.169886,0.169886,-10788.860237
0.144891,0.144891,-10444.468886
0.122205,0.122205,-10159.397765
0.144489,0.144489,-10439.158777
0.064592,0.064592,-9653.814473
0.072358,0.072358,-9692.498775
0.045653,0.045653,-9634.417135
0.058743,0.058743,-9634.737116
0.126195,0.126195,-10207.231366
0.018421,0.018421,-10041.485671
0.086740,0.086740,-9795.115579
